date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
1/7/2015,Quarter1,sweing,Wednesday,7,0.80,25.90,1066.0,10170,50,0.0,0,0,56.5,0.800129
3/8/2015,Quarter2,sweing,Sunday,9,0.75,18.79,1239.0,5640,45,0.0,0,0,52.0,0.750372
1/7/2015,Quarter1,sweing,Wednesday,10,0.75,28.08,1144.0,10530,69,0.0,0,0,58.5,0.800000
3/8/2015,Quarter2,sweing,Sunday,10,0.70,21.82,1335.0,6000,30,0.0,0,0,50.0,0.700422
1/7/2015,Quarter1,sweing,Wednesday,5,0.7,21.98,413.0,9720,40,0.0,0,0,58.0,0.700481
3/8/2015,Quarter2,sweing,Sunday,2,0.7,16.10,928.0,4800,30,0.0,0,1,45.0,0.700106
1/7/2015,Quarter1,finishing,Wednesday,8,0.8,2.90,NaN,1440,0,0.0,0,0,8.0,0.681061
3/8/2015,Quarter2,sweing,Sunday,6,0.6,23.41,1266.0,2520,23,0.0,0,1,38.0,0.601037
1/7/2015,Quarter1,finishing,Wednesday,6,0.8,2.90,NaN,1800,0,0.0,0,0,10.0,0.666515
3/8/2015,Quarter2,sweing,Sunday,8,0.6,30.48,869.0,6720,0,0.0,0,1,56.0,0.600529
1/7/2015,Quarter1,sweing,Wednesday,11,0.8,31.83,568.0,9900,40,0.0,0,0,55.0,0.412120
3/8/2015,Quarter2,sweing,Sunday,5,0.5,26.82,711.0,7080,23,0.0,0,1,59.0,0.500034
1/7/2015,Quarter1,finishing,Wednesday,5,0.7,4.15,NaN,1440,0,0.0,0,0,8.0,0.330114
3/8/2015,Quarter2,finishing,Sunday,8,0.6,3.90,NaN,960,0,0.0,0,0,8.0,0.450937
1/8/2015,Quarter2,finishing,Thursday,1,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.947689
3/8/2015,Quarter2,finishing,Sunday,10,0.7,2.90,NaN,960,0,0.0,0,0,8.0,0.441042
1/8/2015,Quarter2,finishing,Thursday,4,0.8,3.94,NaN,12600,0,0.0,0,0,20.0,0.919905
3/8/2015,Quarter2,finishing,Sunday,6,0.6,2.90,NaN,960,0,0.0,0,0,8.0,0.271875
1/8/2015,Quarter2,sweing,Thursday,9,0.8,26.16,1216.0,10620,88,0.0,0,0,59.0,0.900216
3/9/2015,Quarter2,finishing,Monday,11,0.8,2.90,NaN,0,960,0.0,0,0,8.0,0.960625
1/8/2015,Quarter2,finishing,Thursday,9,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.891723
3/9/2015,Quarter2,finishing,Monday,12,0.8,4.60,NaN,0,1080,0.0,0,0,9.0,0.902963
1/8/2015,Quarter2,sweing,Thursday,1,0.8,26.16,1189.0,10620,75,0.0,0,0,59.0,0.850502
3/9/2015,Quarter2,finishing,Monday,5,0.6,3.94,NaN,0,2880,0.0,0,0,12.0,0.864343
1/8/2015,Quarter2,sweing,Thursday,4,0.80,28.08,942.0,10530,75,0.0,0,0,58.5,0.850182
3/9/2015,Quarter2,sweing,Monday,4,0.75,26.82,1079.0,7020,65,0.0,0,0,58.0,0.850446
1/8/2015,Quarter2,sweing,Thursday,7,0.80,25.90,1050.0,10170,60,0.0,0,0,56.5,0.850137
3/9/2015,Quarter2,sweing,Monday,1,0.75,26.82,1322.0,7140,65,0.0,0,0,59.0,0.850427
1/8/2015,Quarter2,sweing,Thursday,8,0.80,25.9,1026.0,10170,60,0.0,0,0,56.5,0.850137
3/9/2015,Quarter2,finishing,Monday,9,0.75,2.9,NaN,0,3600,0.0,0,0,15.0,0.841000
1/8/2015,Quarter2,finishing,Thursday,2,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.835758
3/9/2015,Quarter2,sweing,Monday,3,0.8,30.10,964.0,5160,50,0.0,0,1,58.0,0.800842
1/8/2015,Quarter2,finishing,Thursday,5,0.7,4.15,NaN,3840,0,0.0,0,0,8.0,0.821354
3/9/2015,Quarter2,sweing,Monday,12,0.8,15.26,1132.0,4080,63,0.0,0,0,34.0,0.800402
1/8/2015,Quarter2,sweing,Thursday,2,0.8,28.08,783.0,10050,63,0.0,0,0,58.5,0.800497
3/9/2015,Quarter2,sweing,Monday,11,0.8,11.41,357.0,3420,50,0.0,0,0,58.0,0.800035
1/8/2015,Quarter2,sweing,Thursday,3,0.8,19.87,857.0,9900,50,0.0,0,0,55.0,0.800274
3/9/2015,Quarter2,finishing,Monday,3,0.8,4.60,NaN,0,1440,0.0,0,0,12.0,0.795417
1/8/2015,Quarter2,sweing,Thursday,12,0.80,11.61,548.0,15120,63,0.0,0,0,31.5,0.800107
3/9/2015,Quarter2,finishing,Monday,4,0.75,3.94,NaN,0,960,0.0,0,0,8.0,0.795388
1/8/2015,Quarter2,sweing,Thursday,6,0.80,11.41,411.0,14640,50,0.0,0,0,30.5,0.800025
3/9/2015,Quarter2,finishing,Monday,1,0.75,3.94,NaN,0,960,0.0,0,0,8.0,0.794567
1/8/2015,Quarter2,sweing,Thursday,10,0.75,28.08,1066.0,10530,69,0.0,0,0,58.5,0.800000
3/9/2015,Quarter2,sweing,Monday,9,0.75,18.79,1193.0,6240,45,0.0,0,0,52.0,0.750396
1/8/2015,Quarter2,finishing,Thursday,10,0.75,3.94,NaN,1440,0,0.0,0,0,8.0,0.779792
3/9/2015,Quarter2,sweing,Monday,2,0.70,16.10,817.0,5520,30,0.0,0,1,45.0,0.700516
1/8/2015,Quarter2,finishing,Thursday,8,0.8,2.90,NaN,1440,0,0.0,0,0,8.0,0.735985
3/9/2015,Quarter2,sweing,Monday,10,0.7,21.82,1576.0,6000,30,0.0,0,0,50.0,0.700422
1/8/2015,Quarter2,finishing,Thursday,3,0.75,4.15,NaN,2160,0,0.0,0,0,12.0,0.712626
3/9/2015,Quarter2,finishing,Monday,2,0.70,3.90,NaN,0,1200,0.0,0,0,10.0,0.682500
1/8/2015,Quarter2,finishing,Thursday,7,0.80,2.90,NaN,1440,0,0.0,0,0,8.0,0.681061
3/9/2015,Quarter2,sweing,Monday,6,0.65,23.41,1262.0,4560,35,0.0,0,1,38.0,0.650962
1/8/2015,Quarter2,finishing,Thursday,11,0.80,4.15,NaN,900,0,0.0,0,0,5.0,0.515606
3/9/2015,Quarter2,sweing,Monday,8,0.65,30.48,953.0,6720,26,0.0,0,1,56.0,0.650421
1/8/2015,Quarter2,sweing,Thursday,11,0.35,12.52,287.0,25920,38,0.0,0,0,54.0,0.349951
3/9/2015,Quarter2,sweing,Monday,5,0.60,26.82,919.0,7080,23,0.0,0,1,59.0,0.600041
1/8/2015,Quarter2,sweing,Thursday,5,0.7,42.41,724.0,10260,0,0.0,0,0,57.0,0.233705
3/9/2015,Quarter2,sweing,Monday,7,0.5,30.48,1161.0,6600,0,0.0,0,1,55.0,0.500611
1/10/2015,Quarter2,finishing,Saturday,1,0.8,3.94,NaN,2160,0,0.0,0,0,8.0,0.985000
3/9/2015,Quarter2,finishing,Monday,10,0.7,2.90,NaN,0,960,0.0,0,0,8.0,0.477292
1/10/2015,Quarter2,finishing,Saturday,3,0.75,4.15,NaN,2760,0,0.0,0,0,12.0,0.930340
3/9/2015,Quarter2,finishing,Monday,8,0.65,3.90,NaN,0,960,0.0,0,0,8.0,0.264062
1/10/2015,Quarter2,finishing,Saturday,4,0.8,3.94,NaN,6000,0,0.0,0,0,20.0,0.91159
3/10/2015,Quarter2,finishing,Tuesday,12,0.8,4.60,NaN,1080,0,0.0,0,0,9.0,0.92000
1/10/2015,Quarter2,finishing,Saturday,9,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.858144
3/10/2015,Quarter2,finishing,Tuesday,5,0.6,3.94,NaN,1440,0,0.0,0,0,12.0,0.909392
1/10/2015,Quarter2,sweing,Saturday,9,0.80,26.16,1122.0,10620,75,0.0,0,0,59.0,0.851174
3/10/2015,Quarter2,sweing,Tuesday,1,0.75,26.82,1574.0,7080,75,0.0,0,0,59.0,0.900061
1/10/2015,Quarter2,sweing,Saturday,7,0.8,25.9,970.0,10170,60,0.0,0,0,56.5,0.850137
3/10/2015,Quarter2,finishing,Tuesday,3,0.8,4.6,NaN,1440,0,0.0,0,0,12.0,0.894444
1/10/2015,Quarter2,sweing,Saturday,8,0.80,25.90,1158.0,10170,60,0.0,0,0,56.5,0.850137
3/10/2015,Quarter2,finishing,Tuesday,4,0.75,3.94,NaN,960,0,0.0,0,0,8.0,0.881575
1/10/2015,Quarter2,finishing,Saturday,10,0.80,3.94,NaN,1440,0,0.0,0,0,8.0,0.846951
3/10/2015,Quarter2,finishing,Tuesday,1,0.75,3.94,NaN,960,0,0.0,0,0,8.0,0.880754
1/10/2015,Quarter2,finishing,Saturday,11,0.80,4.15,NaN,1440,0,0.0,0,0,8.0,0.817424
3/10/2015,Quarter2,sweing,Tuesday,4,0.75,26.82,1104.0,5880,65,0.0,0,0,59.0,0.850084
1/10/2015,Quarter2,finishing,Saturday,2,0.80,3.94,NaN,1440,0,0.0,0,0,8.0,0.817102
3/10/2015,Quarter2,finishing,Tuesday,9,0.75,2.90,NaN,1800,0,0.0,0,0,15.0,0.821667
1/10/2015,Quarter2,sweing,Saturday,4,0.8,28.08,660.0,10440,63,0.0,0,0,58.0,0.801028
3/10/2015,Quarter2,sweing,Tuesday,12,0.8,15.26,1069.0,4080,63,0.0,0,0,34.0,0.800402
1/10/2015,Quarter2,sweing,Saturday,2,0.8,28.08,749.0,10350,63,0.0,0,0,57.5,0.800594
3/10/2015,Quarter2,sweing,Tuesday,3,0.8,30.10,756.0,6960,63,0.0,0,1,58.0,0.800072
1/10/2015,Quarter2,sweing,Saturday,12,0.8,11.61,893.0,4710,50,0.0,0,0,31.5,0.800346
3/10/2015,Quarter2,sweing,Tuesday,11,0.8,11.41,338.0,3420,50,0.0,0,0,58.0,0.800035
1/10/2015,Quarter2,sweing,Saturday,6,0.8,11.41,887.0,5490,50,0.0,0,0,30.5,0.800344
3/10/2015,Quarter2,finishing,Tuesday,11,0.8,2.90,NaN,960,0,0.0,0,0,8.0,0.758229
1/10/2015,Quarter2,sweing,Saturday,1,0.80,26.16,1335.0,10620,63,0.0,0,0,59.0,0.800117
3/10/2015,Quarter2,sweing,Tuesday,10,0.75,21.82,1499.0,6000,34,0.0,0,0,50.0,0.750608
1/10/2015,Quarter2,sweing,Saturday,10,0.80,28.08,1082.0,10530,63,0.0,0,0,58.5,0.800000
3/10/2015,Quarter2,sweing,Tuesday,9,0.75,18.79,1247.0,6240,45,0.0,0,0,52.0,0.750396
1/10/2015,Quarter2,sweing,Saturday,3,0.75,19.87,1075.0,7080,45,0.0,0,0,56.0,0.750098
3/10/2015,Quarter2,finishing,Tuesday,2,0.70,3.90,NaN,960,0,0.0,0,0,8.0,0.741000
1/10/2015,Quarter2,sweing,Saturday,11,0.5,12.52,749.0,9540,38,0.0,0,0,53.0,0.673245
3/10/2015,Quarter2,sweing,Tuesday,8,0.7,30.48,923.0,6840,30,0.0,0,1,57.0,0.700505
1/10/2015,Quarter2,finishing,Saturday,7,0.8,2.90,NaN,1440,0,0.0,0,0,8.0,0.670076
3/10/2015,Quarter2,sweing,Tuesday,6,0.7,23.41,1180.0,4560,30,0.0,0,1,38.0,0.700246
1/10/2015,Quarter2,finishing,Saturday,8,0.8,2.9,NaN,1440,0,0.0,0,0,8.0,0.628883
3/10/2015,Quarter2,sweing,Tuesday,2,0.7,16.1,957.0,5400,40,0.0,0,1,45.0,0.700052
1/10/2015,Quarter2,sweing,Saturday,5,0.50,20.79,966.0,7680,0,0.0,0,0,56.0,0.388008
3/10/2015,Quarter2,sweing,Tuesday,5,0.65,26.82,1001.0,7080,26,0.0,0,1,59.0,0.650044
1/10/2015,Quarter2,finishing,Saturday,5,0.5,4.15,NaN,1440,0,0.0,0,0,8.0,0.337973
3/10/2015,Quarter2,sweing,Tuesday,7,0.6,30.48,1017.0,6840,25,0.0,0,1,57.0,0.630403
1/11/2015,Quarter2,finishing,Sunday,3,0.75,4.15,NaN,1440,0,0.0,0,0,8.0,0.935322
3/10/2015,Quarter2,finishing,Tuesday,8,0.65,3.90,NaN,960,0,0.0,0,0,8.0,0.560625
1/11/2015,Quarter2,finishing,Sunday,4,0.8,3.94,NaN,3600,0,0.0,0,0,20.0,0.925644
3/10/2015,Quarter2,finishing,Tuesday,7,0.5,3.90,NaN,960,0,0.0,0,0,8.0,0.560625
1/11/2015,Quarter2,sweing,Sunday,9,0.8,26.16,1095.0,10620,88,0.0,0,0,59.0,0.900216
3/10/2015,Quarter2,finishing,Tuesday,10,0.7,2.90,NaN,960,0,0.0,0,0,8.0,0.398750
1/11/2015,Quarter2,finishing,Sunday,1,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.873068
3/11/2015,Quarter2,finishing,Wednesday,12,0.8,4.60,NaN,2160,0,0.0,0,0,9.0,0.922840
1/11/2015,Quarter2,finishing,Sunday,9,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.858144
3/11/2015,Quarter2,finishing,Wednesday,11,0.8,2.90,NaN,2400,0,0.0,0,0,10.0,0.874028
1/11/2015,Quarter2,sweing,Sunday,1,0.80,26.16,1383.0,10620,75,0.0,0,0,59.0,0.850502
3/11/2015,Quarter2,finishing,Wednesday,2,0.75,3.90,NaN,1920,0,0.0,0,0,8.0,0.819271
1/11/2015,Quarter2,sweing,Sunday,7,0.80,25.90,1012.0,10170,45,0.0,0,0,56.5,0.850137
3/11/2015,Quarter2,finishing,Wednesday,4,0.75,3.94,NaN,1920,0,0.0,0,0,8.0,0.813309
1/11/2015,Quarter2,sweing,Sunday,8,0.80,25.90,1209.0,10170,60,0.0,0,0,56.5,0.850137
3/11/2015,Quarter2,finishing,Wednesday,1,0.75,3.94,NaN,1920,0,0.0,0,0,8.0,0.812625
1/11/2015,Quarter2,finishing,Sunday,10,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.828295
3/11/2015,Quarter2,sweing,Wednesday,12,0.8,15.26,470.0,4080,63,0.0,0,0,34.0,0.800402
1/11/2015,Quarter2,finishing,Sunday,2,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.820833
3/11/2015,Quarter2,sweing,Wednesday,3,0.8,30.10,735.0,6960,63,0.0,0,1,58.0,0.800072
1/11/2015,Quarter2,sweing,Sunday,6,0.8,11.41,887.0,5490,50,0.0,0,0,30.5,0.800344
3/11/2015,Quarter2,sweing,Wednesday,11,0.8,11.41,560.0,3420,50,0.0,0,0,58.0,0.800035
1/11/2015,Quarter2,sweing,Sunday,12,0.8,11.61,896.0,5670,50,0.0,0,0,31.5,0.800247
3/11/2015,Quarter2,finishing,Wednesday,3,0.8,4.60,NaN,1920,0,0.0,0,0,8.0,0.786632
1/11/2015,Quarter2,sweing,Sunday,2,0.8,28.08,805.0,10530,63,0.0,0,0,58.5,0.80000
3/11/2015,Quarter2,finishing,Wednesday,5,0.7,3.94,NaN,1440,0,0.0,0,0,12.0,0.75885
1/11/2015,Quarter2,sweing,Sunday,10,0.80,28.08,762.0,10530,38,0.0,0,0,58.5,0.800000
3/11/2015,Quarter2,sweing,Wednesday,10,0.75,21.82,1674.0,6000,34,0.0,0,0,50.0,0.750608
1/11/2015,Quarter2,sweing,Sunday,3,0.80,19.87,1043.0,6420,0,0.0,0,0,55.0,0.690183
3/11/2015,Quarter2,sweing,Wednesday,9,0.75,18.79,290.0,5040,45,0.0,0,0,52.0,0.750347
1/11/2015,Quarter2,finishing,Sunday,11,0.80,4.15,NaN,1440,0,0.0,0,0,8.0,0.668087
3/11/2015,Quarter2,sweing,Wednesday,2,0.75,16.10,971.0,5400,45,0.0,0,1,45.0,0.750141
1/11/2015,Quarter2,finishing,Sunday,8,0.80,2.90,NaN,1440,0,0.0,0,0,8.0,0.653598
3/11/2015,Quarter2,sweing,Wednesday,1,0.75,26.82,1322.0,7080,45,0.0,0,0,59.0,0.750051
1/11/2015,Quarter2,finishing,Sunday,5,0.50,4.15,NaN,1440,0,0.0,0,0,8.0,0.609138
3/11/2015,Quarter2,sweing,Wednesday,4,0.75,26.82,1054.0,7080,45,0.0,0,0,59.0,0.750051
1/11/2015,Quarter2,sweing,Sunday,11,0.6,12.52,831.0,9540,30,0.0,0,0,53.0,0.600230
3/11/2015,Quarter2,sweing,Wednesday,5,0.7,26.82,992.0,6960,30,0.0,0,1,58.0,0.700557
1/11/2015,Quarter2,finishing,Sunday,6,0.8,2.90,NaN,1440,0,0.0,0,0,8.0,0.597348
3/11/2015,Quarter2,sweing,Wednesday,8,0.7,30.48,914.0,6840,30,0.0,0,1,57.0,0.700505
1/11/2015,Quarter2,finishing,Sunday,7,0.8,2.90,NaN,1440,0,0.0,0,0,8.0,0.590436
3/11/2015,Quarter2,sweing,Wednesday,6,0.7,23.41,1128.0,4560,40,0.0,0,1,38.0,0.700246
1/11/2015,Quarter2,sweing,Sunday,4,0.80,50.48,562.0,10440,0,0.0,0,0,58.0,0.473135
3/11/2015,Quarter2,sweing,Wednesday,7,0.65,30.48,935.0,6840,26,0.0,0,1,57.0,0.650596
1/11/2015,Quarter2,sweing,Sunday,5,0.60,20.79,1208.0,7980,0,0.0,0,0,57.0,0.452980
3/11/2015,Quarter2,finishing,Wednesday,10,0.75,2.90,NaN,960,0,0.0,0,0,8.0,0.628333
1/12/2015,Quarter2,finishing,Monday,1,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.955152
3/11/2015,Quarter2,finishing,Wednesday,8,0.7,3.90,NaN,960,0,0.0,0,0,8.0,0.625625
1/12/2015,Quarter2,finishing,Monday,4,0.35,4.3,NaN,3240,0,0.0,0,0,18.0,0.942214
3/11/2015,Quarter2,finishing,Wednesday,7,0.65,3.9,NaN,960,0,0.0,0,0,8.0,0.625625
1/12/2015,Quarter2,finishing,Monday,3,0.80,4.15,NaN,1800,0,0.0,0,0,10.0,0.905455
3/11/2015,Quarter2,finishing,Wednesday,9,0.75,2.90,NaN,1800,0,0.0,0,0,15.0,0.505889
1/12/2015,Quarter2,finishing,Monday,2,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.880530
3/11/2015,Quarter2,finishing,Wednesday,6,0.7,2.90,NaN,720,0,0.0,0,0,6.0,0.394722
1/12/2015,Quarter2,finishing,Monday,9,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.858144
1/12/2015,Quarter2,sweing,Monday,1,0.8,26.16,1099.0,8220,75,0.0,0,0,59.0,0.850522
1/12/2015,Quarter2,sweing,Monday,9,0.8,26.16,1093.0,10620,75,0.0,0,0,59.0,0.850502
1/12/2015,Quarter2,sweing,Monday,7,0.8,25.9,1031.0,10170,60,0.0,0,0,56.5,0.850137
1/12/2015,Quarter2,sweing,Monday,8,0.8,25.9,1233.0,10170,60,0.0,0,0,56.5,0.850137
1/12/2015,Quarter2,finishing,Monday,6,0.8,2.9,NaN,1440,0,0.0,0,0,8.0,0.817424
1/12/2015,Quarter2,finishing,Monday,5,0.65,4.15,NaN,1440,0,0.0,0,0,8.0,0.809564
1/12/2015,Quarter2,sweing,Monday,3,0.8,19.87,941.0,9900,0,0.0,0,0,55.0,0.800274
1/12/2015,Quarter2,sweing,Monday,6,0.8,11.41,843.0,5670,50,0.0,0,0,31.5,0.800182
1/12/2015,Quarter2,sweing,Monday,12,0.8,11.61,760.0,4470,50,0.0,0,0,31.5,0.800077
1/12/2015,Quarter2,sweing,Monday,2,0.8,28.08,737.0,10530,63,0.0,0,0,58.5,0.8
1/12/2015,Quarter2,finishing,Monday,8,0.8,2.9,NaN,1440,0,0.0,0,0,8.0,0.725
1/12/2015,Quarter2,sweing,Monday,10,0.8,50.48,381.0,6930,45,0.0,0,0,58.5,0.688558
1/12/2015,Quarter2,sweing,Monday,5,0.65,20.79,1141.0,8460,0,0.0,0,0,59.0,0.650041
1/12/2015,Quarter2,sweing,Monday,11,0.65,12.52,1004.0,9540,44,0.0,0,0,53.0,0.649981
1/12/2015,Quarter2,finishing,Monday,7,0.8,2.9,NaN,1440,0,0.0,0,0,8.0,0.648106
1/12/2015,Quarter2,finishing,Monday,11,0.8,4.15,NaN,1440,0,0.0,0,0,8.0,0.640578
1/12/2015,Quarter2,sweing,Monday,4,0.35,22.4,581.0,7350,0,0.0,0,0,51.5,0.350633
1/12/2015,Quarter2,finishing,Monday,10,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.24625
1/13/2015,Quarter2,finishing,Tuesday,4,0.35,4.3,NaN,2160,0,0.0,0,0,12.0,0.95202
1/13/2015,Quarter2,finishing,Tuesday,1,0.8,3.94,NaN,1440,0,0.0,0,0,2.0,0.95142
1/13/2015,Quarter2,finishing,Tuesday,10,0.8,3.94,NaN,5400,0,0.0,0,0,20.0,0.912767
1/13/2015,Quarter2,finishing,Tuesday,3,0.8,4.15,NaN,1620,0,0.0,0,0,9.0,0.901263
1/13/2015,Quarter2,finishing,Tuesday,9,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.858144
1/13/2015,Quarter2,sweing,Tuesday,1,0.8,26.16,1073.0,10620,75,0.0,0,0,59.0,0.850502
1/13/2015,Quarter2,sweing,Tuesday,9,0.8,26.16,1156.0,10620,75,0.0,0,0,59.0,0.850502
1/13/2015,Quarter2,sweing,Tuesday,8,0.8,25.9,1211.0,10260,60,0.0,0,0,57.0,0.850253
1/13/2015,Quarter2,sweing,Tuesday,7,0.8,25.9,1126.0,10170,60,0.0,0,0,56.5,0.850137
1/13/2015,Quarter2,finishing,Tuesday,5,0.65,4.15,NaN,1440,0,0.0,0,0,8.0,0.821354
1/13/2015,Quarter2,finishing,Tuesday,2,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.805909
1/13/2015,Quarter2,sweing,Tuesday,6,0.8,11.61,1004.0,5670,50,0.0,0,0,31.5,0.800247
1/13/2015,Quarter2,sweing,Tuesday,12,0.8,11.61,1063.0,5670,50,0.0,0,0,31.5,0.800247
1/13/2015,Quarter2,sweing,Tuesday,2,0.8,28.08,723.0,10530,50,0.0,0,0,58.5,0.8
1/13/2015,Quarter2,sweing,Tuesday,3,0.8,42.27,465.0,9900,54,0.0,0,0,55.0,0.705577
1/13/2015,Quarter2,finishing,Tuesday,8,0.8,2.9,NaN,1440,0,0.0,0,0,8.0,0.681061
1/13/2015,Quarter2,finishing,Tuesday,7,0.8,2.9,NaN,1440,0,0.0,0,0,8.0,0.670076
1/13/2015,Quarter2,finishing,Tuesday,11,0.8,4.15,NaN,1440,0,0.0,0,0,8.0,0.601278
1/13/2015,Quarter2,sweing,Tuesday,11,0.7,27.13,530.0,9540,37,0.0,0,0,53.0,0.582301
1/13/2015,Quarter2,sweing,Tuesday,5,0.7,20.79,1297.0,10440,0,0.0,0,0,58.0,0.52681
1/13/2015,Quarter2,sweing,Tuesday,4,0.5,22.4,783.0,10170,23,0.0,0,0,56.5,0.500381
1/13/2015,Quarter2,sweing,Tuesday,10,0.35,22.4,715.0,10170,23,0.0,0,0,56.5,0.350206
1/14/2015,Quarter2,finishing,Wednesday,11,0.8,4.15,NaN,1980,0,0.0,0,0,7.0,0.934607
1/14/2015,Quarter2,finishing,Wednesday,4,0.35,4.3,NaN,2700,0,0.0,0,0,8.0,0.908081
1/14/2015,Quarter2,sweing,Wednesday,7,0.8,25.9,1150.0,10170,70,0.0,0,0,56.5,0.900145
1/14/2015,Quarter2,finishing,Wednesday,1,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.891723
1/14/2015,Quarter2,finishing,Wednesday,5,0.65,4.15,NaN,1440,0,0.0,0,0,15.0,0.864583
1/14/2015,Quarter2,finishing,Wednesday,9,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.858144
1/14/2015,Quarter2,sweing,Wednesday,9,0.8,26.16,1232.0,10620,75,0.0,0,0,59.0,0.850502
1/14/2015,Quarter2,sweing,Wednesday,8,0.8,25.9,1218.0,10170,60,0.0,0,0,56.5,0.850137
1/14/2015,Quarter2,finishing,Wednesday,7,0.8,2.9,NaN,1440,0,0.0,0,0,8.0,0.837595
1/14/2015,Quarter2,finishing,Wednesday,3,0.8,4.15,NaN,1440,0,0.0,0,0,7.0,0.820833
1/14/2015,Quarter2,sweing,Wednesday,12,0.8,11.61,1159.0,2970,50,0.0,0,0,31.5,0.800313
1/14/2015,Quarter2,sweing,Wednesday,6,0.8,11.61,972.0,5670,38,0.0,0,0,31.5,0.800247
1/14/2015,Quarter2,sweing,Wednesday,1,0.8,26.16,1092.0,10620,63,0.0,0,0,59.0,0.800117
1/14/2015,Quarter2,sweing,Wednesday,5,0.7,20.79,965.0,7320,0,0.0,0,0,58.0,0.700096
1/14/2015,Quarter2,finishing,Wednesday,8,0.8,2.9,NaN,1440,0,0.0,0,0,8.0,0.66733
1/14/2015,Quarter2,sweing,Wednesday,4,0.6,22.4,816.0,5100,23,0.0,0,0,57.0,0.60037
1/14/2015,Quarter2,sweing,Wednesday,10,0.5,22.4,947.0,3390,23,0.0,0,0,56.5,0.49998
1/14/2015,Quarter2,sweing,Wednesday,11,0.35,14.61,838.0,7200,23,0.0,0,0,55.0,0.350031
1/14/2015,Quarter2,finishing,Wednesday,10,0.8,3.94,NaN,1260,0,0.0,0,0,8.0,0.332359
1/14/2015,Quarter2,sweing,Wednesday,2,0.8,51.02,1086.0,4260,27,0.0,0,0,57.0,0.311207
1/14/2015,Quarter2,finishing,Wednesday,2,0.8,3.94,NaN,1260,0,0.0,0,0,8.0,0.247316
1/15/2015,Quarter3,finishing,Thursday,4,0.35,4.3,NaN,3600,0,0.0,0,0,20.0,0.988636
1/15/2015,Quarter3,finishing,Thursday,10,0.8,3.94,NaN,3420,0,0.0,0,0,19.0,0.95311
1/15/2015,Quarter3,finishing,Thursday,1,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.884261
1/15/2015,Quarter3,finishing,Thursday,5,0.65,4.15,NaN,1440,0,0.0,0,0,8.0,0.860653
1/15/2015,Quarter3,finishing,Thursday,9,0.8,3.94,NaN,1440,0,0.0,0,0,8.0,0.858144
1/15/2015,Quarter3,sweing,Thursday,1,0.8,26.16,1160.0,10620,75,0.0,0,0,59.0,0.850502
1/15/2015,Quarter3,sweing,Thursday,8,0.8,25.9,1177.0,8970,60,0.0,0,0,56.5,0.850416
1/15/2015,Quarter3,sweing,Thursday,7,0.8,25.9,1281.0,10170,60,0.0,0,0,56.5,0.850137
1/15/2015,Quarter3,sweing,Thursday,9,0.8,26.16,1369.0,10620,63,0.0,0,0,59.0,0.800117
1/15/2015,Quarter3,sweing,Thursday,6,0.8,11.61,1084.0,4950,38,0.0,0,0,31.5,0.800031
1/15/2015,Quarter3,sweing,Thursday,12,0.8,11.61,1216.0,4950,50,0.0,0,0,31.5,0.800031
1/15/2015,Quarter3,sweing,Thursday,5,0.7,20.79,391.0,10440,0,0.0,0,0,58.0,0.70006
1/15/2015,Quarter3,finishing,Thursday,7,0.8,2.9,NaN,1440,0,0.0,0,0,8.0,0.689299
1/15/2015,Quarter3,sweing,Thursday,3,0.5,22.52,1102.0,10170,30,0.0,0,0,56.5,0.660683
1/15/2015,Quarter3,sweing,Thursday,4,0.65,22.52,872.0,10080,26,0.0,0,0,56.0,0.650131
1/15/2015,Quarter3,finishing,Thursday,8,0.8,2.9,NaN,1440,0,0.0,0,0,8.0,0.606913
1/15/2015,Quarter3,sweing,Thursday,10,0.6,22.52,1076.0,10170,23,0.0,0,0,56.5,0.600292
1/15/2015,Quarter3,sweing,Thursday,11,0.5,14.89,917.0,9900,30,0.0,0,0,55.0,0.500025
1/15/2015,Quarter3,sweing,Thursday,2,0.5,22.94,1044.0,9810,23,0.0,0,0,54.5,0.499999
1/17/2015,Quarter3,finishing,Saturday,5,0.65,4.15,NaN,2700,0,0.0,0,0,15.0,0.987197
